Text,Number of Tokens,Rating out of 3,GPT Rating,GPT Explaination,Rating,Gan's Rating,Yimin's Rating
"Q: When the elections were first held using the Soviet method? A: When Adam was electing his wife, and Eve her husband.",28,2,2,"This joke leverages the historical narrative of Adam and Eve to humorously insinuate that in the Soviet electoral system there's no real choice, much like in the biblical story. However, the joke might require some cultural or historical understanding to fully appreciate the satire about the lack of choice in Soviet-style elections",3,3,3
"Q: What is the easiest way to explain the meaning of the word ""communism?"" A: By means of fists.",26,2,2,"This joke attempts humor by indirectly referencing the oppressive methods used by the Communist regime to enforce their ideology. It suggests that communication and reasoning are substituted with force, which reflects historical criticisms of the system – it's a dark humor take on political indoctrination",4,5,2
"Q: Is it possible to build communism in America? A: It's possible, but who will we buy grain from?",25,2,2,"This joke makes a humorous point about the historical reliance of the Soviet Union on purchasing grain from capitalist countries like the United States, despite ideological differences. It highlights the contradiction between communist self-sufficiency ideals and practical economic realities",3,4,2
Q: is it possible to solve a problem which has no solution? A: We don't answer questions related to agriculture.,25,2,2,This joke plays on the history of the Soviet Union's troubled agricultural policies and the state's dismissive or deflective responses to issues in that sector. The humor comes from the unexpected link between an abstract problem and a practical field like agriculture,3,2,4
Q: Why the answers of Armenian Radio are often stupid? A: Because these answers are invented not by Armenians.,24,2,1,"The joke attempts to be funny by implying that Armenians, known for their intelligence and wit, wouldn't come up with the silly answers attributed to ""Armenian Radio"", a popular Soviet-era joke format where the radio's responses are humorously inadequate or absurd. The humor also lies in national pride. However, it may not land well if the audience doesn't understand the stereotype or the historical context of the Armenian Radio jokes.",3,2,3
Q: What is the greatest achievement of Soviet agriculture? A: Sowing in the USSR and harvesting in America.,23,2,2,"This joke plays on the theme of failed agricultural policies in the Soviet Union by humorously suggesting that what was planted in the USSR had to be harvested in America, due to either poor yields or Soviet citizens emigrating. While it might reflect a critical historical truth, the humor may be seen as dated or requiring specific historical knowledge",3,4,1
"Q: Is there life on other planets? A: On other planets, there is also no life.",21,2,1,"This joke plays on the double meaning of ""life""—as in biological life and as in the quality/enjoyment of life. It also reflects the state of disenchantment and suggests that if life on Earth (especially under the oppressive regime) is bad, it is humorously presumed to be the same everywhere else. However, the punchline might be perceived as more cynical than funny to some",4,3,4
"Q: Will people have money when communism is built? A: Some will, some will not.",20,2,2,"This joke attempts to highlight the discrepancy between communist theory, which advocates for a classless and moneyless society, and the reality of wealth distribution even within communist systems. The humor is found in its cynicism and satirical take on the idealistic yet unachieved goals of communism",3,2,3
"Q: Under communism will we still have money? A: No, none of that either.",19,2,2,"This joke tries to lampoon the scarcity and economic difficulties under communist systems by implying that not only will certain freedoms or commodities be scarce, but even money itself will be non-existent, which is an exaggeration of real issues for comedic effect",3,1,5
Q: What is chaos? A: We do not comment on national economics.,16,2,3,"This joke cleverly uses the word ""chaos"" to simultaneously reference a state of extreme confusion and disorder and the economic conditions often criticized in Soviet or post-Soviet contexts. The humor comes from the evasion typical of Soviet-era officials when discussing sensitive issues",4,3,4
"Q: In our factory's mess hall, the tea is not sweet at all, while the mess manager says he puts sugar according to the prescribed dose. What shall we do? A: Try to stir your tea counterclockwise rather than clockwise.",51,1,2,"This joke plays on the idea that some problem in the Soviet system could be fixed with an absurd, simplistic solution, mocking the inefficiency and bureaucracy of the time. It's a light humorous jab at the common issues workers faced",2,2,1
Q: Are there men who do not cheat on their wives when they are on prolonged business trips? A: Of course. Soviet cosmonauts and American astronauts.,34,1,2,"This joke manages to be funny due to its unexpected punchline that hinges on the literal interpretation of ""prolonged business trips"" being trips to space, which naturally preclude the possibility of infidelity. It is light-hearted and plays on common stereotypes of unfaithfulness during long trips — with a cosmic twist.",2,1,3
"Q: What is Sholokhov writing now? A: A crime novel titled ""How I Received the Nobel Prize in Literature.""",28,1,2,"This joke plays on the suspicion and controversy surrounding Mikhail Sholokhov's Nobel Prize, hinting at some kind of wrongdoing or scandal associated with his award. The insinuation that a crime novel would be an appropriate genre for his autobiography is humorous to those familiar with the history.",2,2,1
Q: Is it possible in a socialist country to end up under a train? A: Easier than on a train.,25,1,2,"This joke highlights the chronic transportation issues and inefficiencies common in socialist countries, poking fun at the difficulty of getting a train ride due to shortages and poor infrastructure",2,2,2
Q: What is cosmopolitan? A: Cosmonaut's deputy in political affairs.,18,1,2,"This joke plays on the word ""cosmopolitan,"" which can refer to someone familiar with and at ease in many different countries and cultures, but here, it is comically interpreted in a literal sense related to space (""cosmonaut"") while also hinting at the politicization of roles within the Soviet system. This wordplay is moderately clever",2,2,2
Q: When did kennedy get elected? A: John F. Kennedy 1961 presidential inauguration.,21,0,0,This is also a statement of fact rather than a joke,0,0,0
Q: Who was the leader of the ussr in 1948? A: Joseph Stalin.,20,0,0,"This is a historical fact, not a joke",0,0,0
Q: What is the national anthem of russia? A: National Anthem of Russia.,18,0,0,"This response is just stating a fact and lacks any humorous twist, wordplay, or satire. It doesn't work as a joke",0,0,0
Q: What else is there in orlando besides disney? A: Baldwin Park.,18,0,0,"This doesn't seem to be a political joke or contain humor related to Russian or Soviet politics. Instead, it references a location in Orlando, Florida. This kind of joke may lack humorous elements and specific cultural or political context for a Russian political joke. Therefore, it does not qualify for a rating on the intended scale.

This comment lacks humor, especially in the context of Russian political jokes",0,0,0
Q: What war was george washington associated with? A: American Revolutionary War.,17,0,0,"This is a historical fact, not a joke",0,0,0
